fringe_size,english_name,french_name,points,junk
0.1,"British Columbia","--Tout le fenetre--",
0,"Alberni-Clayoquot","Alberni-Clayoquot",-125.311463681023:49.5520909740061;-125.233817227847:49.4902318636342;-125.219785149283:49.4895597401325;-125.180310242467:49.4903543668712;-125.140633980856:49.5031955528415;-125.04223967934:49.4847215878386;-125.024119822876:49.4760626798214;-124.982289711056:49.4534481457638;-124.714844859604:49.2789221401938;-124.590349008632:49.1597256265809;-124.578465689056:49.1315238406534;-124.539354998459:48.93423354029;-124.544315054116:48.9133784641886;-124.545160075875:48.9111270446197;-124.550008786239:48.900653417699;-124.799316407838:48.6991882528132;-124.807971723076:48.692459229167;-124.85347425291:48.6692893844742;-124.854656383976:48.6689466585504;-125.09993044133:48.7212712880906;-125.10095053256:48.7216036060894;-125.543151645774:48.9210684986087;-126.09096130736:49.1700478458517;-126.549729713421:49.3762282844869;-126.550249830953:49.37657213308;-126.576930278624:49.4153687025125;-126.577172590413:49.4160484641257;-126.570465956238:49.5347014977165;-126.570199607213:49.5350557551194;-126.560313713751:49.5410755150359;-126.461834049207:49.5783359939014;-126.337478073801:49.6068948090685;-126.333737064661:49.6070855282455;-125.938052357812:49.5672715633915;-125.863365389889:49.5458459755357;-125.701569147945:49.5114967590881;-125.634530207911:49.5000794929048;-125.504340399317:49.4784607893948;-125.501231978274:49.4783407563008;-125.499999975315:49.4783930978066;-125.442235606804:49.541784179885;-125.405349678024:49.6077939684997;-125.396034445995:49.6186098726681;-125.311463681023:49.5520909740061,
0,"Bulkley-Nechako","Bulkley-Nechako";-128.364632218719:56.0000684285011;-128.250000021314:56.0000000633291;-127.999999983098:55.9999999879683;-127.828000581348:56.0000591434087;-127.742978813213:56.0000075513675;-127.499999981558:55.9999999883066;-127.263270415955:56.0000138411679;-127.127851581836:56.000068803182;-127.00000005521:55.9999999882995;-126.757422654643:56.0000079250957;-126.649421462435:56.0000661822351;-126.499999903649:55.9999999881156;-126.250000015541:55.9999999879937;-125.999999977508:56.000000062616;-125.750000088885:55.9999999881993;-125.500000051368:55.9999999879384;-125.298632005983:56.0000431190016;-125.204111551106:56.0000413216776;-125.000000049229:55.9999999882263;-124.750000012075:55.9999999884554;-124.499999973468:55.9999999877751;-124.123770834534:55.640438108011;-123.908020721858:55.429023402041;-123.861162861886:55.3465151344924;-123.857148839931:55.3420197840226;-123.852623387422:55.3393556256517;-123.774039061722:55.2993131264218;-123.743158365708:55.2874623043588;-123.713264664358:55.2904998152596;-123.56978341566:55.312941676253;-123.550453571718:55.3181987816991;-123.535841771211:55.3277264488544;-123.508710172585:55.3200306485478;-123.500000046154:55.3162688225475;-123.495485675817:55.3143185709069;-123.469704612768:55.293345857184;-123.466690613404:55.2906233670689;-123.462841927982:55.287145861335;-123.398605000237:55.1831512034614;-123.39353030074:55.1719703344578;-123.397541402547:55.1041128039318;-123.40786122567:55.0585039447074;-123.411840429122:55.0420676908759;-123.416587526566:55.0338862931892;-123.422133220492:55.029032866279;-123.433971611241:55.0217740651835;-123.561841410428:54.9526257532256;-123.658830885911:54.9209839006441;-123.691071330575:54.9237967705297;-123.708653848011:54.9341842858253;-123.816794840632:54.9984325210661;-123.815510872117:55.0210237668764;-123.812476506349:55.0343069692911;-123.811044125048:55.0380456574304;-123.81431061804:55.0407132600293;-123.830600481149:55.0450247053302;-123.849642561212:55.0484660446444;-123.863601931471:55.0473450901012;-123.980951078525:55.0122281274541;-124.051945259562:54.9507437919945;-124.053913856475:54.9447497907707;-124.052513973203:54.9304154964448;-124.023384347611:54.8678484692462;-123.948065692094:54.7675027180554;-123.7957201408:54.6926556562273;-123.79418307719:54.6911625472363;-123.792876644071:54.6895255934301;-123.778311495025:54.6590847436487;-123.779878735063:54.5925722845457;-123.847751165524:54.5122231845815;-123.880164432788:54.4921549477242;-123.910403631504:54.4777203135636;-123.951743427862:54.4586893163976;-123.976233108762:54.4365862131719;-123.981575352904:54.428665922295;-123.968566810105:54.4115708737927;-123.927564274352:54.3616418824913;-123.740761677896:54.3218327096849;-123.715718110178:54.3224146780612;-123.683852964119:54.3257665347028;-123.643969735523:54.330106434761;-123.586419000127:54.3175049405972;-123.566020318316:54.3103197469657;-123.554234941447:54.306165550141;-123.541479344412:54.2976703296064;-123.532319187972:54.2894982164489;-123.466731573953:53.9963453108482;-123.425285147941:53.8173252268161;-123.305686154702:53.6280262038524;-123.281161278941:53.500010763895;-123.279857018204:53.4850080149015;-123.278675186205:53.4714026038315;-123.302480537304:53.4710437785289;-123.366845434981:53.4705901551779;-123.419264639056:53.4708151690759;-123.420134445464:53.4841121496497;-123.446068189286:53.4841877789382;-123.454722530407:53.4842117405747;-123.471719784331:53.4842565932484;-123.484687068081:53.4842887924576;-123.996911393119:53.4840406392922;-123.996917158661:53.4830776817098;-123.99702595911:53.4644244540889;-123.997116863781:53.4488073135885;-123.997139178605:53.444987756091;-123.997149661926:53.4439531374602;-124.108156989459:53.4121186940041;-124.136134510471:53.4082669368259;-124.144268283642:53.4083554452134;-124.160441783024:53.4098127615507;-124.179995369126:53.412646448474;-124.20804417537:53.4190518409165;-124.542323319555:53.4719362738926;-125.000000049564:53.4471351665463;-125.000000050158:53.4467191325804;-125.000000124727:53.3346256696388;-125.000000124858:53.3132274879393;-125.000000124813:53.2870372800463;-125.000000124537:53.221474300989;-125.0000001242:53.1838740159799;-125.000000049922:53.1160734693535;-125.000000049052:53.1075738314422;-125.000000049217:53.0234679969283;-125.000000050146:53.0035682404794;-125.000000125253:53.0000000553389;-125.188292683361:53.0000550171306;-125.272004872902:53.0000238665326;-126.724206973015:52.9923086725784;-126.75288334974:52.9929968955715;-126.790146524375:53.0001740014979;-126.999133543378:53.0693344449734;-127.012910204536:53.0749653522461;-127.014657606099:53.0763834308071;-127.224685982338:53.25005101186;-127.638898193858:53.5376836832761;-127.747256337727:53.6071504605032;-128.004460364587:53.863443196207;-128.011036407793:53.8747400545933;-127.991456838667:53.993370400019;-127.977691409518:53.9940773428836;-127.943915998411:54.0049001357849;-127.891785233065:54.0218367376161;-127.72424756152:54.1437646513279;-127.532040794568:54.3831845077976;-127.537542609357:54.434963112071;-127.543902774065:54.4396839275797;-127.554443942871:54.446213769992;-127.58024267715:54.4512359775001;-127.693795478578:54.4633930586254;-127.713379915099:54.4602739284056;-127.776562456681:54.5169484922853;-127.799872850197:54.6318791615379;-127.801345891764:55.000046186925;-127.736327814767:55.000012041614;-127.500006795024:55.0000000606613;-127.273386116534:55.0000238725861;-127.240826908072:55.0000100198576;-126.999999680685:54.9999993116765;-126.936468871521:55.0000509035617;-126.714665453439:55.0646097411067;-126.655955348995:55.0978171865315;-126.659994380845:55.1230759612044;-126.853198474825:55.361150821462;-127.309249557949:55.5146034005256;-127.664644886264:55.6850004433659;-127.713387852667:55.7105738638386;-127.988219998605:55.7445030778692;-128.224719231853:55.7793174500586;-128.485795681601:55.9416862243273;-128.475396260789:55.9644031942529;-128.439425516182:56.0000505319156;-128.386025907624:56.0000682037755;-128.364632218719:56.0000684285011,
0,"Capital","Capital",-123.573493199277:49.0126728986547;-123.051576770771:48.7937712336154;-123.051413158865:48.7936453596636;-123.044952355112:48.7859025346739;-123.044366268964:48.7850931562;-123.044311605668:48.7848502453591;-123.044488173536:48.7844003652359;-123.0449500332:48.7832757418155;-123.225064115887:48.423196813982;-123.225426983914:48.4227282893354;-123.225494451301:48.4226832113471;-123.227518609673:48.4219415237608;-123.304410121468:48.3943873011191;-123.544643326752:48.3098407224159;-123.544939401576:48.309785310982;-123.560966435781:48.3089974983896;-123.561222600422:48.3089962999979;-123.563528756958:48.3089939782923;-123.586723836642:48.3100295701918;-123.653406198773:48.3135117183308;-123.654608847528:48.3136848415279;-123.92114061133:48.3766178076414;-123.986978550163:48.3949739116106;-124.205990139443:48.4571503641538;-124.445975939045:48.5259540789285;-124.497903030892:48.5433285045956;-124.500614214358:48.5443552599884;-124.500584487453:48.5468223343464;-124.500341950225:48.5596817905735;-124.498381365513:48.5923904592753;-124.489710100986:48.6346752421871;-124.379412787014:48.6958447080271;-124.356175550531:48.6958468789836;-123.853339016003:48.6393992766454;-123.722785290903:48.622749990335;-123.661152542291:48.6066922551784;-123.647612576366:48.5803889788037;-123.645456030711:48.561910970564;-123.62757990814:48.5323880750877;-123.608821248795:48.5217132450451;-123.542563606514:48.5191560904392;-123.490525917657:48.5729268787434;-123.475726842134:48.5965233155014;-123.454548133466:48.6501275711953;-123.46133017348:48.6657809528227;-123.483465698524:48.692534708274;-123.551133287918:48.747945701835;-123.558992896605:48.757729577005;-123.561723398559:48.7634468211412;-123.606682942154:48.8770929764677;-123.625852499133:48.9806910159662;-123.625941307149:48.9812302277733;-123.585922849046:49.0126516159428;-123.573493199277:49.0126728986547,
0,"Cariboo","Cariboo",-123.302480537304:53.4710437785289;-123.302507868565:53.4426525451614;-123.302536773315:53.4125619839173;-123.301450487166:53.307412075457;-123.28305492188:53.2885816072047;-123.020144133944:53.2836302362965;-122.969067530941:53.2889405069806;-122.540500434329:53.3727594008788;-122.347245645843:53.4402717330146;-122.33538898446:53.4503225127712;-122.274520161702:53.4561415188577;-122.212426675997:53.4564205215152;-122.208750963584:53.4564358719025;-122.162878151099:53.4566170816482;-121.60662269021:53.453328273727;-121.5912605163:53.4531788875447;-121.575361003709:53.4530218646688;-121.571084900992:53.4529792580949;-121.28781062535:53.4461670418656;-121.142115848103:53.3799946140652;-120.979899753124:53.3133327689409;-120.935405034344:53.3024341229865;-120.843740729861:53.2813893745213;-120.715220148496:53.2645387356811;-120.694542388326:53.256418589127;-120.470893924957:53.1534058339168;-120.422811176156:53.1067362977639;-120.417175701462:53.1004283245874;-120.324847659431:52.9242564545045;-120.301088958008:52.8151992286079;-120.288302660439:52.6579921625859;-120.388697681836:52.5375906045479;-120.399964139781:52.5364006849792;-120.406750222233:52.5349924150927;-120.50864674071:52.4952936161772;-120.532056725661:52.4795461099407;-120.537858209246:52.4738880955374;-120.541476115486:52.4666841074176;-120.519259194977:52.3251229351677;-120.420663915178:52.2106835539238;-120.347273645339:52.1562929079525;-120.249634734587:51.9400348829801;-120.248637631276:51.9377556836704;-120.245846700416:51.9313741033585;-120.223903466854:51.8667574581605;-120.219239635207:51.8358098941558;-120.21927849903:51.8289283398222;-120.338357898264:51.7338507764411;-120.560201602456:51.4358237763466;-120.582638745466:51.4354175514696;-120.734326925296:51.4345668383972;-121.233943167036:51.4013903938598;-121.248897767953:51.3939086007682;-121.281967656988:51.3775716386691;-121.420288543965:51.3773493949232;-121.420306514896:51.3773493947248;-121.526227463187:51.5000288046862;-121.526277108196:51.5032409360575;-121.526658997073:51.526233614621;-121.52706020493:51.5485502750948;-121.631289537108:51.5645552189255;-121.885444221141:51.5665032993373;-122.329323322358:51.5238157362105;-122.38270226463:51.5182731877989;-122.402824339776:51.5159045057234;-122.412569682515:51.5145600336023;-122.55956879732:51.4854060724959;-122.609527065906:51.418601955626;-122.675861236105:51.2993456887996;-122.675965394202:51.2987885060817;-122.675635846944:51.29466912784;-122.669791231526:51.2737012813976;-122.667843225471:51.2714926935854;-122.662222876017:51.2677178384804;-122.62710494125:51.2482062608313;-122.625777466687:51.2475905966192;-122.6214899826:51.2462819176163;-122.611477842038:51.2442798480581;-122.610590512569:51.2441599651741;-122.605660033718:51.244422120964;-122.60333523235:51.2448639883231;-122.601351434491:51.2456395961317;-122.590866125118:51.2470062323145;-122.573940830188:51.2475033607527;-122.568843069077:51.2472059374394;-122.56482769927:51.2460670117723;-122.558400143443:51.2440108044469;-122.554485038617:51.2414690001612;-122.552453990559:51.2396629668505;-122.550326123321:51.2375145080342;-122.537170741475:51.2207855480936;-122.529787789053:51.2099641029124;-122.52914247309:51.2090177688546;-122.578951956198:51.1034021064645;-122.586913655453:51.0961591810307;-122.603784062848:51.0862546425851;-122.617546199433:51.0813281323669;-122.62567435726:51.0799582009592;-122.633539686383:51.0815003563682;-122.821678666146:51.1448238217416;-122.888121111922:51.1770070576883;-122.898879432964:51.1812523838561;-122.904805218187:51.1835896902516;-123.060292513787:51.2162241529821;-123.146760889932:51.1225803191228;-123.249370265608:51.0438737134335;-123.552357772768:50.9280971979413;-123.680469284293:50.8824573385015;-123.750017979615:50.8866281583602;-124.041286379418:50.9421228367583;-124.154567664534:51.0360261311977;-124.159566435062:51.0416914829729;-124.297196177866:51.1370317257425;-124.4340023151:51.1481288042261;-124.581123258371:51.1808407674799;-124.679955908575:51.2087252873463;-125.16672789387:51.3828905210568;-125.259833191092:51.5115714200979;-125.252390709199:51.5266663467599;-125.248415401057:51.67552435769;-125.247106121611:51.7403840636133;-125.575160560835:51.9130047453774;-125.577831009135:51.9153598742125;-125.658556307029:52.0601902356074;-125.664598080907:52.0724484051922;-125.673327825288:52.1087924274018;-125.668281507614:52.1216552526028;-125.645764692036:52.1370935040451;-125.630114155423:52.1467933210578;-125.572365362071:52.1726746484889;-125.565443296624:52.1744666779381;-125.457257525951:52.2139279578459;-125.348955390784:52.3366049727094;-125.343198835213:52.3443439041891;-125.35517830075:52.3754693085426;-125.358065675917:52.3801934925356;-125.462155357846:52.4780642326245;-125.884441289088:52.6279919810159;-125.987964950228:52.6194029363184;-126.010740851499:52.613977050743;-126.137030456004:52.5638385448507;-126.154348571209:52.5460321353887;-126.192538536428:52.5086025025945;-126.317941260678:52.5185212682313;-126.331694710609:52.5213780176175;-126.344260711638:52.5246698213166;-126.34801407552:52.5274036933561;-126.35869631886:52.535182385832;-126.64103077536:52.8452115406264;-126.646916799497:52.9415077775578;-126.636080751949:52.9839949609131;-126.626623023193:52.9900496901328;-126.609417152525:53.000072913486;-126.580719960012:53.0000648266784;-126.549596876348:53.0000471547807;-126.517903507073:53.0000195989567;-126.469999946506:53.0000312797611;-126.300860589701:53.0000480527636;-126.207074109028:53.0000420627391;-126.05010763261:53.0000474541467;-125.979611404133:53.0000222199567;-125.765840371362:53.0000175767445;-125.735741798489:53.0000159298374;-125.560310865717:53.0000543432233;-125.454085830072:53.0000445338032;-125.272004872902:53.0000238665326;-125.188292683361:53.0000550171306;-125.000000125253:53.0000000553389;-125.000000050146:53.0035682404794;-125.000000049217:53.0234679969283;-125.000000049052:53.1075738314422;-125.000000049922:53.1160734693535;-125.0000001242:53.1838740159799;-125.000000124537:53.221474300989;-125.000000124813:53.2870372800463;-125.000000124858:53.3132274879393;-125.000000124727:53.3346256696388;-125.000000050158:53.4467191325804;-125.000000049564:53.4471351665463;-124.542323319555:53.4719362738926;-124.20804417537:53.4190518409165;-124.179995369126:53.412646448474;-124.160441783024:53.4098127615507;-124.144268283642:53.4083554452134;-124.136134510471:53.4082669368259;-124.108156989459:53.4121186940041;-123.997149661926:53.4439531374602;-123.997139178605:53.444987756091;-123.997116863781:53.4488073135885;-123.99702595911:53.4644244540889;-123.996917158661:53.4830776817098;-123.996911393119:53.4840406392922;-123.484687068081:53.4842887924576;-123.471719784331:53.4842565932484;-123.454722530407:53.4842117405747;-123.446068189286:53.4841877789382;-123.420134445464:53.4841121496497;-123.302480537304:53.4710437785289,
0,"Central Coast","Central Coast",-126.981865446102:53.2606317914417;-126.992518335653:53.2583273567759;-127.000000053868:53.2563546414638;-127.001666885579:53.2559148700765;-127.010498467082:53.2500117741159;-127.037055736648:53.2262632558518;-127.050687506727:53.2064412993693;-127.017233705635:53.0785384798479;-127.014657606099:53.0763834308071;-127.012910204514:53.0749653513498;-126.999133541861:53.0693344440898;-126.882778428665:53.0837353069378;-126.65003428083:53.0321352168113;-126.638291586591:53.0208642666946;-126.616657532829:53.000073886073;-126.520385931515:52.7731168457892;-126.35869631886:52.535182385832;-126.348014075513:52.5274036924595;-126.344260711638:52.5246698213166;-126.331694710609:52.5213780176175;-126.317941260672:52.5185212673347;-126.192538536424:52.5086025016978;-126.154348571209:52.5460321353887;-126.137030454523:52.5638385439558;-126.010740851498:52.6139770498464;-125.987964950228:52.6194029354218;-125.884441287607:52.6279919810144;-125.462155356371:52.4780642326176;-125.358065675917:52.3801934925356;-125.355178299292:52.3754693076376;-125.343198833756:52.344343903284;-125.348955390797:52.3366049718126;-125.457257525951:52.2139279578459;-125.695358818644:51.964578028806;-125.870709329463:51.9225851277511;-125.961850221085:51.7471835488025;-125.922857466682:51.6286289827758;-126.105516498333:51.4616169691242;-126.171428793336:51.4351519516097;-126.18934729702:51.435874095092;-126.362357355739:51.452631434224;-126.698918695628:51.408939429417;-126.810203528795:51.2985797398819;-126.986977059913:51.2421311640808;-127.206956924089:51.1974284281665;-127.208335615961:51.1971503982934;-127.314992559934:51.2121215474748;-127.452851436171:51.2116248684645;-127.73868219454:51.1888722554476;-127.735761645379:51.1596856457733;-127.749360019286:51.1589052463103;-127.77079788762:51.1585077076958;-127.772407733968:51.1587404350943;-127.775078407104:51.1594158530835;-127.785077443735:51.1625777394815;-127.786329738978:51.1633640557803;-128.109688971382:51.4906668469229;-128.456147660567:51.8744309442339;-128.479366551738:51.9078394426814;-128.482745890623:51.9135816966002;-128.483272521272:51.9158318427497;-128.538402833784:52.1525325793018;-128.479089869341:52.3950416140772;-128.478908885279:52.3954364561174;-128.475248221816:52.399259084663;-128.145580417751:52.6791360510164;-128.134398873784:52.6859016920056;-128.023432281195:52.7168628089964;-128.011293471788:52.719035079776;-127.938001668555:52.7208032981127;-127.596040052336:52.72652803055;-127.562412456074:52.6903917256895;-127.490173018023:52.6920319739624;-127.474781417506:52.6973184330862;-127.22200033294:52.8220395989046;-127.216763893225:52.8280306047082;-127.243328801375:53.016290890979;-127.256926650255:53.0278072981373;-127.290297483569:53.0496969173254;-127.305168966797:53.0586620103914;-127.321987633171:53.067416091693;-127.358486357874:53.0809916262687;-127.375600874029:53.0862551713008;-127.41498480275:53.08716736058;-127.433930886535:53.0883544347049;-127.443327064954:53.091605203715;-127.472594019867:53.1241401510828;-127.475130283071:53.1311066194021;-127.476452816034:53.1390541663802;-127.361081027418:53.2280888324623;-127.266641293098:53.2772787569554;-127.015594954584:53.3089211338313;-127.001262307731:53.2964047032415;-126.995242922524:53.2908536175211;-126.982142427202:53.2783320206621;-126.978891433712:53.2673069762741;-126.978924605194:53.2629371995552;-126.981865446102:53.2606317914417,
0,"Central Kootenay","Central Kootenay",-116.795044928337:50.7301327530299;-116.699501311347:50.6702738386294;-116.659653950117:50.563734231555;-116.554594271812:50.2842893973117;-116.45061616238:50.1547854914869;-116.446095202338:50.1331962149274;-116.471021583807:50.0381590120734;-116.499308583573:49.9783925000131;-116.529682491695:49.9734070590896;-116.578723105317:49.9553447103534;-116.695353028809:49.8752558184774;-116.662975704937:49.4728339254095;-116.628334231564:49.4596099533417;-116.57635794425:49.456794985912;-116.532007443332:49.4688370513074;-116.461666141748:49.498318239264;-116.460759718694:49.5000422784201;-116.41394289345:49.5300405125633;-116.311551941465:49.5248633038801;-116.302479096868:49.5212503391625;-116.069842401838:49.2599399646405;-116.027425305646:49.1995717903754;-116.027048958509:49.0009173253969;-116.027060040667:49.0000314193536;-116.177177011116:49.0000666129968;-116.275744510307:49.0000297713255;-116.500658971038:49.0000007933386;-116.699371917928:49.0000522356509;-116.755349647685:49.0000199621197;-116.967279753358:49.0000368101331;-117.015175975021:49.0000189138932;-117.199848306927:49.0000518617264;-117.268353099393:49.0000227330896;-117.319979548436:49.0001969787855;-117.463321069518:49.0006189284442;-117.469652030007:49.0006664767643;-117.521017446396:49.0880680084385;-117.520712234709:49.106304079006;-117.520446860162:49.1221440616637;-117.520444238898:49.1223004120199;-117.520421025919:49.1236818746298;-117.499251752347:49.158023827448;-117.499999955352:49.1753965311661;-117.702811986731:49.2652387781137;-118.104239022682:49.263952189238;-118.161356201832:49.2605650632523;-118.199494874985:49.2845045255214;-118.20993705264:49.2931763873898;-118.265264672831:49.3888169746445;-118.287393760046:49.4870228031607;-118.287845735523:49.4892474154168;-118.287504582441:49.495305738411;-118.250976280087:49.5524359474847;-118.244757340008:49.5636354616268;-118.241412072001:49.6359835498001;-118.288186290626:49.7908762230583;-118.290230966788:49.793877192279;-118.307085649952:49.8175756897431;-118.312072213642:49.8234787118046;-118.312212613403:49.823644870079;-118.324573293335:49.8305578749788;-118.380541438884:49.8674753284004;-118.471511530429:49.98610267759;-118.495233316246:50.0330925515228;-118.495199095536:50.0341228261795;-118.398172852932:50.0749961948001;-118.295887708002:50.1155585858758;-118.239069598762:50.1960671804135;-118.236863856618:50.205921774127;-118.237156262299:50.2066989544624;-118.238638888427:50.2106381708294;-118.270795615945:50.2520028274366;-118.326851146689:50.3458150672986;-118.326915917922:50.3495470164007;-118.326068350219:50.352867349005;-118.186034880573:50.6357162313334;-118.013506301765:50.6527346767505;-117.746372876316:50.5553552246458;-117.498823663901:50.4851659294612;-117.435761379541:50.4842516432878;-117.342535750571:50.4832619539588;-117.331933104392:50.4846335315708;-117.320995146618:50.4871271889374;-117.31610967053:50.4888473340813;-117.295487995127:50.4968178697134;-117.243491339713:50.5193215811174;-117.240343231784:50.5238957058563;-117.229593071386:50.6320289111754;-117.229102082909:50.6436119609612;-117.229153151102:50.6467279459889;-117.229788883838:50.6481935742144;-117.279302665249:50.740554787894;-117.284743077534:50.737352989676;-117.323087445605:50.7241120196347;-117.36118141467:50.7164004942848;-117.394362801957:50.7189688809776;-117.458710777667:50.8003400199397;-117.465390529999:50.808944939703;-117.466754770099:50.8111430444587;-117.470344147275:50.865708909709;-117.459076042584:50.8992936007758;-117.43641523267:50.9485927012633;-117.390560091222:50.9999700230967;-117.383586135811:51.0065801369061;-117.349414010731:51.0328975662315;-117.343670333827:51.0368199349373;-117.307058090553:51.051078300314;-117.288505576631:51.0539888893616;-117.282712853466:51.0546693245523;-117.22973160029:51.058356270341;-117.203806019302:51.0540811412851;-117.143905920635:51.0269231084879;-117.141852484018:51.0255946608223;-117.036838782262:50.9574966917596;-116.958735859895:50.8087338526474;-116.795044928337:50.7301327530299,
0,"Central Okanagan","Central Okanagan",-119.055608304495:49.812332586803;-119.05833948086:49.8073518630842;-119.065397977157:49.7982134229582;-119.163438545008:49.7578621180154;-119.326023648783:49.6969762985042;-119.361411152948:49.6866198586765;-119.41998714681:49.6775899201102;-119.429875660212:49.6791702635361;-119.979516364786:49.7661375650873;-119.979871370545:49.7663373456854;-120.03965630406:49.8562859979129;-120.041870433043:49.8773997101383;-120.029375342673:49.9125979170399;-119.817291659:50.1805884191656;-119.7628162482:50.2329710810244;-119.530840969521:50.2351824401818;-119.509618232273:50.2351815413504;-119.483856562385:50.2351743524497;-119.478441984318:50.2350118627452;-119.471788364388:50.2348117832787;-119.459523606197:50.231199343339;-119.459530794453:50.2299563339919;-119.459582835776:50.2274792263435;-119.460019237664:50.2155943341848;-119.460720564535:50.2111288605279;-119.460771781524:50.2108408717555;-119.145948954435:50.1511870541426;-118.814945887482:50.0257841797405;-118.810250382397:50.0217874556974;-118.803099783277:49.9809059250789;-118.802455889983:49.9732465911584;-118.802400404177:49.9664289093526;-118.809797432386:49.9554584527725;-118.816666632737:49.9541569626201;-118.827900891168:49.9522279016701;-118.85910724086:49.9513911162532;-118.932607958847:49.9127452806089;-118.976103028065:49.8843506786708;-119.02458526205:49.8487727541214;-119.042131312762:49.8291642066769;-119.054088238507:49.8157758721815;-119.055168834333:49.8137889292679;-119.055608304495:49.812332586803,
