0.1,"--Entire Window--","--Tout le fenetre--",
0.1,"BC: North","BC: North",-120.0000:60.0000:0,-120.0000:53.5000:0,-135.0000:53.5000:0,-135.0000:60.0000:0,
0.1,"BC: South","BC: South",-114.0000:55.0000:0,-114.0000:49.0000:0,-127.0000:49.0000:0,-127.0000:55.0000:0,
0.1,"BC: Coast","BC: Coast",-134.0000:54.0000:0,-130.0000:56.0000:0,-121.0000:49.0000:0,-125.0000:48.0000:0,
0.1,"BC: Cariboo Chilcotin","BC: Cariboo Chilcotin",-123.892299829642:53.2764397905759:0,-121.656524701874:53.4997120418848:0,-119.420749574106:51.9368062827225:0,-120.53863713799:50.5971727748691:0,-121.880102214651:50.1506282722513:1,-123.892299829642:50.5971727748691:0,-125.233764906303:51.7135340314136:0
0.1,"BC: Columbia River Basin","BC: Columbia River Basin",-118.314310051107:48.7967032967033:0,-118.314310051107:50.5549450549451:1,-119.241056218058:52.8626373626374:0,-116.079216354344:51.3791208791209:0,-113.680579216354:48.6868131868132:0
0.1,"BC: Great Bear Rainforest","BC: Great Bear Rainforest",-126.473594548552:51.8923512747875:0,-124.327086882453:50.3456090651558:1,-127.308347529813:49.5127478753541:0,-130.051107325383:51.5354107648725:0,-131.839863713799:53.9150141643059:0,-131.362862010221:55.8186968838527:0,-128.977853492334:54.985835694051:0
0.1,"BC: Thompson Nicola","BC: Thompson Nicola",-118.372483221477:51.1002475247525:0,-118.924736337488:50.1720297029703:0,-119.538350910834:49.5841584158416:0,-120.213326941515:49.5841584158416:0,-119.937200383509:51.0693069306931:0,
0.1,"BC: Capital Regional District","BC: Capital Regional District",-123.591141396934:48.2371541501976:0,-123.781942078365:48.7588932806324:1,-123.304940374787:48.5217391304348:0
0.1,"BC: Metro Vancouver","BC: Metro Vancouver",-122.419080068143:50.1076487252125:0,-122.419080068143:48.9178470254957:1,-124.088586030664:49.2747875354108:0,-123.96933560477:50.2266288951841:0
0.1,"BC: Prince George","BC: Prince George",-122.5000:53.6500:0,-122.5000:54.1500:0,-123.0000:54.1500:0,-123.0000:53.6500:0,
0.1,"BC: West Vancouver","BC: West Vancouver",-134.0000:54.0000:0,-130.0000:56.0000:0,-121.0000:49.0000:0,-125.0000:48.0000:0
0.1,"BC: Fraser River Basin","BC: Fraser River Basin",-118.868824531516:52.2213438735178:0,-117.533219761499:50.6561264822134:0,-118.391822827939:49.897233201581:0,-122.064735945486:49.0909090909091:0,-124.926746166951:51.699604743083:0,-126.596252129472:52.5059288537549:0,-127.26405451448:52.8853754940711:0,-127.645655877342:53.8814229249012:0,-126.357751277683:54.1185770750988:1
